Date,Open,High,Low,Close,Volume,Ticker
2023-01-03,128.61399342864948,129.22606012096526,122.58212678977998,123.47061920166016,112117500,AAPL
2023-01-04,125.26734659008874,127.01471627825023,123.48049504473303,124.74412536621094,89113600,AAPL
2023-01-05,125.50426745503849,126.13608257581905,123.16457967496471,123.42124938964844,80962700,AAPL
2023-01-06,124.39858171183529,128.62384018148796,123.29290160052527,127.96240997314453,87754700,AAPL
2023-01-09,128.80155656407595,131.70396238313268,128.22897177101316,128.4856414794922,70790800,AAPL
2023-01-10,128.59426707667564,129.58147936363704,126.48163338512475,129.05825805664062,63896200,AAPL
2023-01-11,129.5715682785917,131.80266185993827,128.7916774670581,131.78292846679688,69458900,AAPL
2023-01-12,132.1679704181571,132.54310080025633,129.75917030810112,131.7039794921875,71379600,AAPL
2023-01-13,130.3415976184994,133.19463966232263,129.97633400317605,133.03668212890625,57809700,AAPL
2023-01-17,133.10579321952497,135.53432625738486,132.41474784548592,134.20159912109375,63646600,AAPL
2023-01-18,135.0703537024429,136.83745656269951,133.30323577852656,133.48094177246094,69672800,AAPL
2023-01-19,132.3653916580124,134.50763996952077,132.05935833689125,133.54017639160156,58280400,AAPL
2023-01-20,133.55004278165805,136.25500917828725,132.5036004355903,136.10691833496094,80223600,AAPL
2023-01-23,136.35374163026458,141.48725702280552,136.1365537453342,139.30551147460938,81760300,AAPL
2023-01-24,138.51573942626007,141.32930018220668,138.50587272731724,140.7073516845703,66435100,AAPL
2023-01-25,139.0883015683729,140.60860145852004,137.03489874919626,140.0458984375,65799300,AAPL
2023-01-26,141.33914314056878,142.40533393014599,140.08537965694651,142.11904907226562,54105100,AAPL
2023-01-27,141.3293062635936,145.34725220094586,141.2503274776649,144.06387329101562,70555800,AAPL
2023-01-30,143.10628343226185,143.68873499989203,141.0232651416844,141.1713409423828,64015300,AAPL
2023-01-31,140.87514553812727,142.4941725713441,140.46051831709534,142.44480895996094,65874500,AAPL
2023-02-01,142.1289150988489,144.73515421762997,139.51280928282884,143.5702362060547,77663600,AAPL
2023-02-02,146.99585146947285,149.24669348189832,146.27519097291648,148.8913116455078,118339000,AAPL
2023-02-03,146.13699831650217,155.36743699431324,145.93955891955838,152.52426147460938,154357300,AAPL
2023-02-06,150.61895772492184,151.14217893420934,148.85183962560956,149.78968811035156,69858300,AAPL
2023-02-07,148.7136179890826,153.24491754252153,148.7136179890826,152.67233276367188,83322600,AAPL
2023-02-08,151.9121758883524,152.6032212233435,149.23682494273,149.97723388671875,64120100,AAPL
2023-02-09,151.81346444457745,152.35643407265164,148.49643142830433,148.940673828125,56007100,AAPL
2023-02-10,147.77401547814478,149.63279778324025,147.5367173791987,149.3065185546875,57450700,AAPL
2023-02-13,149.24719136406156,152.5198501850578,149.21753098880535,152.11448669433594,62199000,AAPL
2023-02-14,150.40399819813007,152.03539434579272,149.15821711991074,151.47181701660156,61707600,AAPL
2023-02-15,151.38283098748437,153.74586979762776,151.15542974516777,153.57778930664062,65573800,AAPL
2023-02-16,151.77828778035447,154.566483327967,151.6201041650226,151.97604370117188,68167900,AAPL
2023-02-17,150.63140647639398,151.2740680510971,149.1483273778538,150.8291473388672,59144100,AAPL
2023-02-21,148.50563686680903,149.59323413897312,146.735835945734,146.80503845214844,58867200,AAPL
2023-02-22,147.19063687139987,148.25845552223066,145.4999353225789,147.23019409179688,51011300,AAPL
2023-02-23,148.3968793904493,148.6440592209031,145.57903837527164,147.71466064453125,48394200,AAPL
2023-02-24,145.45053550143152,145.52963487686296,144.07621591246942,145.0550537109375,55469600,AAPL
2023-02-27,146.04375066348234,147.48727255329774,145.7866739614647,146.25137329101562,44998500,AAPL
2023-02-28,145.39119175781394,147.3982909462784,145.17367228142913,145.74713134765625,50547000,AAPL
2023-03-01,145.17364910838256,145.56913077323014,143.37417283401166,143.67079162597656,55479000,AAPL
2023-03-02,142.75132894674115,145.05504723585858,142.27673271533786,144.26406860351562,52238100,AAPL
2023-03-03,146.3700024688502,149.40537804304904,145.66802019550744,149.32627868652344,70732300,AAPL
2023-03-06,152.0551388232703,154.53683399214765,151.72887472127306,152.09469604492188,87558000,AAPL
2023-03-07,151.96617914925054,152.29245838395036,149.4251779626418,149.88987731933594,56182000,AAPL
2023-03-08,151.08621757661572,151.7387760380252,150.11727673451966,151.14553833007812,47204800,AAPL
2023-03-09,151.82774843104707,152.79668921738386,148.53531102339875,148.89125061035156,53833600,AAPL
2023-03-10,148.5155613274809,149.23732233138423,145.94488461714658,146.82484436035156,68572400,AAPL
2023-03-13,146.1426312153812,151.41250811707283,146.03387146368914,148.7726287841797,84457100,AAPL
2023-03-14,149.57347804705336,151.66955846534526,148.40679633095857,150.8686981201172,73695900,AAPL
2023-03-15,149.4845077659118,151.52126757855024,148.22882974181093,151.2642059326172,77167900,AAPL
2023-03-16,150.443542077547,154.69503836094123,149.92940378389787,154.0919189453125,76161100,AAPL
2023-03-17,154.31934477284912,154.97190327803574,152.53964661627768,153.25152587890625,98944600,AAPL
2023-03-20,153.3207323821306,156.03971087014546,152.4110972116962,155.6244354248047,73641400,AAPL
2023-03-21,155.5453489444009,157.60187209543255,154.77413390443738,157.4832305908203,73938300,AAPL
2023-03-22,157.50299444764113,160.31095376257457,156.02979719452793,156.04957580566406,75701800,AAPL
2023-03-23,157.03831361968307,159.7276317574304,155.90127718884906,157.13717651367188,67622100,AAPL
2023-03-24,157.06797183296018,158.53127238912836,156.06937062345713,158.44229125976562,59196500,AAPL
2023-03-27,158.13580009435265,158.9564390941657,156.0891434767474,156.49452209472656,52390300,AAPL
2023-03-28,156.1879947191645,156.70213299816345,154.22043780927265,155.87159729003906,45992200,AAPL
2023-03-29,157.5722198233599,159.23327640666747,157.5524562960156,158.95643615722656,51305700,AAPL
2023-03-30,159.7078188557058,160.6372173623024,159.45075728253036,160.52845764160156,49501700,AAPL
2023-03-31,160.60756909681194,163.13868814753852,160.08354906302839,163.03981018066406,68749800,AAPL
2023-04-03,162.41694087425697,164.4141432098461,162.36750188667764,164.29550170898438,56976200,AAPL
2023-04-04,164.7206710388915,164.9579540581038,163.24747358574663,163.76161193847656,46278300,AAPL
2023-04-05,162.88164511746857,163.1881457283857,159.9748075653386,161.91268920898438,51511700,AAPL
2023-04-06,160.5976809407093,163.09915484076092,160.17253885078875,162.8025360107422,45390100,AAPL
2023-04-10,159.59909001148102,160.20220947265625,158.27420958419825,160.20220947265625,47716900,AAPL
2023-04-11,160.5186020856557,160.52848384854775,158.6993469072352,158.986083984375,47644200,AAPL
2023-04-12,159.40133668736163,160.23185733032426,157.97757839276272,158.29397583007812,50133100,AAPL
2023-04-13,159.80675257292276,163.92971146349103,159.59911482035352,163.69241333007812,68445600,AAPL
2023-04-14,162.73332768738865,164.44382316709542,161.9720245871667,163.34634399414062,49386500,AAPL
2023-04-17,163.2276687659828,163.52428757903846,162.1796287016244,163.3660888671875,41516200,AAPL
2023-04-18,164.22629596467013,165.52151594579726,163.78136017187086,164.5921173095703,49923000,AAPL
2023-04-19,163.92967071563345,166.26304897753164,163.67259403000486,165.73902893066406,47720200,AAPL
2023-04-20,164.21640012100644,165.9763194310247,163.69238005042013,164.77008056640625,52456400,AAPL
2023-04-21,163.1881228963748,164.57232387674088,162.6344425042284,163.15846252441406,58337300,AAPL
2023-04-24,163.13870186497232,163.73193954278202,162.04122272168698,163.46498107910156,41949600,AAPL
2023-04-25,163.32655661191464,164.43391748853472,161.88301968061162,161.92257690429688,48714100,AAPL
2023-04-26,161.22058862196803,163.41554697412082,160.96352700012233,161.91268920898438,45498800,AAPL
2023-04-27,163.32656095584278,166.65854052357386,163.32656095584278,166.51023864746094,64902300,AAPL
2023-04-28,166.58935140303254,167.9340105056485,165.98623191391812,167.7659149169922,55209200,AAPL
2023-05-01,167.37042504765017,168.52722497825897,166.7376452115908,167.6769256591797,52472900,AAPL
2023-05-02,168.17129693616405,168.42837366285386,165.6500591818085,166.63877868652344,48425700,AAPL
2023-05-03,167.58792807875122,168.9919077307227,165.27432844465707,165.56105041503906,65136000,AAPL
2023-05-04,163.0299431104764,165.15568380990734,162.45648404157697,163.91978454589844,81235400,AAPL
2023-05-05,169.05125040031595,172.3338062754006,168.8337309104411,171.61204528808594,113316400,AAPL
2023-05-08,170.53430297922057,171.88885869773142,170.168481660933,171.5428009033203,55962800,AAPL
2023-05-09,171.09789605728315,171.58235891028352,169.66425593732595,169.83233642578125,45326900,AAPL
2023-05-10,171.06822526711633,172.0668263741992,169.96084934197563,171.6021270751953,53724500,AAPL
2023-05-11,171.88887125937896,172.62051394942262,170.22781484613878,171.7899932861328,49514700,AAPL
2023-05-12,171.89889318697968,172.33453386665053,169.30487018579348,170.85931396484375,45497800,AAPL
2023-05-15,171.44344889298378,171.49295625881442,169.7701996375863,170.3642578125,37266700,AAPL
2023-05-16,170.28504904867637,171.42364292514614,170.09693012303615,170.3642578125,42110300,AAPL
2023-05-17,170.00783790944186,171.21573009717264,168.7306172756303,170.97811889648438,57951600,AAPL
2023-05-18,171.28503138533677,173.50283145007626,170.86919670585942,173.31471252441406,65496700,AAPL
2023-05-19,174.64144781679403,174.64144781679403,173.20582466782196,173.42364501953125,55772400,AAPL
2023-05-22,172.25532419255816,172.97809854709377,171.7305793150355,172.47314453125,43570900,AAPL
2023-05-23,171.41375772100255,171.66127945739515,169.5820908286863,169.85931396484375,50747300,AAPL
2023-05-24,169.393985633902,170.71080319124064,168.82964388505917,170.1365509033203,45143500,AAPL
2023-05-25,170.70090944955888,172.17612946392208,169.9880455752579,171.27516174316406,56058300,AAPL
2023-05-26,171.60189457506777,174.02760482348145,171.39396964747598,173.6909637451172,54835000,AAPL
2023-05-30,175.20579349606086,177.21566879798618,174.81966018947244,175.54241943359375,55964400,AAPL
2023-05-31,175.57212869440465,177.57210865507508,175.00777185545402,175.492919921875,99625300,AAPL
2023-06-01,175.9384263611158,178.33443467261304,175.17605527324477,178.3047332763672,68901800,AAPL
2023-06-02,179.2354282464183,179.97799341291704,177.48297022337377,179.15621948242188,61945900,AAPL
2023-06-05,180.81960374527281,183.11659785767154,176.27509267968756,177.79983520507812,121946500,AAPL
2023-06-06,178.18593224970854,178.3344392347369,175.67110318136787,177.4334716796875,64848400,AAPL
2023-06-07,176.67111530134713,179.41366034455214,175.56222276728346,176.05726623535156,61944600,AAPL
2023-06-08,176.1364684949153,179.04732664647344,175.70084291207064,178.78001403808594,50214900,AAPL
2023-06-09,179.70077799078283,180.42353722036253,178.8394071951532,179.1661376953125,48870700,AAPL
2023-06-12,179.4730552624109,182.0670780867689,179.17602617310777,181.9680633544922,54274900,AAPL
2023-06-13,180.98790470199526,182.32451307330234,180.63147278147434,181.4928436279297,54929100,AAPL
2023-06-14,181.55225831570974,182.5621513412214,180.21564985689943,182.1265106201172,57462900,AAPL
2023-06-15,182.13641040467775,184.67103069686027,181.95818688950908,184.16607666015625,65433200,AAPL
2023-06-16,184.87893857146415,185.1363708565112,182.4433330473612,183.08688354492188,101235600,AAPL
2023-06-20,182.5819517231594,184.25520121093788,182.5819517231594,183.17599487304688,49799100,AAPL
2023-06-21,183.06706733943585,183.5720213426237,180.77996894802234,182.1363983154297,49515700,AAPL
2023-06-22,181.91859254012144,185.19577812392734,181.84927919785179,185.14627075195312,51245300,AAPL
2023-06-23,183.71064919871634,185.70071866604846,183.17599374881706,184.82943725585938,53079300,AAPL
2023-06-26,184.97792845837867,186.18583562698444,183.3937834514289,183.4333953857422,48088700,AAPL
2023-06-27,184.04726807160984,186.52248552112178,183.8294477274505,186.1957550048828,50730800,AAPL
2023-06-28,186.06704032710473,188.01751290126907,185.7403249158235,187.37396240234375,51216800,AAPL
2023-06-29,187.2056476277424,188.18583917474905,187.06703605511274,187.71058654785156,46347300,AAPL
2023-06-30,189.73035002901096,192.5520885186599,189.36400761728203,192.04714965820312,85069600,AAPL
2023-07-03,191.85901546134298,191.95803018258098,189.85903593103313,190.55210876464844,31458200,AAPL
2023-07-05,189.6709759307026,191.06698713435688,188.7303811843197,189.433349609375,46920300,AAPL
2023-07-06,187.9580817966842,190.1164789605468,187.3244268243397,189.90855407714844,45094300,AAPL
2023-07-07,189.5125387247038,190.76004279032819,188.35413885501103,188.78976440429688,46778000,AAPL
2023-07-10,187.38386117936162,188.10663557063202,185.18586681905202,186.7403106689453,59922200,AAPL
2023-07-11,187.28484131741655,187.42345287888426,184.75022127484863,186.21554565429688,46638100,AAPL
2023-07-12,187.79968989475896,189.7996698114742,186.60169311695756,187.88880920410156,60750200,AAPL
2023-07-13,188.61157199087162,189.29473443261006,187.89870814797314,188.6511688232422,41342300,AAPL
2023-07-14,188.34425119556795,189.28483085110778,187.75020804300397,188.79969787597656,41573900,AAPL
2023-07-17,189.9976776399959,192.39370132812152,189.9085734412509,192.0669708251953,50520200,AAPL
2023-07-18,191.433317028607,192.40359800546008,190.51252831302557,191.80953979492188,48353800,AAPL
2023-07-19,191.18579595006162,196.26493172677777,190.74024473686075,193.1659698486328,80507300,AAPL
2023-07-20,193.15609269125693,194.52241775180616,190.59177067525178,191.2155303955078,59581200,AAPL
2023-07-21,192.1759147891903,193.03728574359653,189.3343545000906,190.03732299804688,71917800,AAPL
2023-07-24,191.4927249435582,192.9778554020486,190.34422042985216,190.83926391601562,45377800,AAPL
2023-07-25,191.4135040021873,192.51250107589357,191.0075647435374,191.70062255859375,37283200,AAPL
2023-07-26,191.75014067908202,193.70061320853526,191.40361930588426,192.57191467285156,47471900,AAPL
2023-07-27,194.07685782549473,195.24515323301043,190.6412547294524,191.3046112060547,47460200,AAPL
2023-07-28,192.74022840055838,194.68080550669023,192.21548351570434,193.88873291015625,48291400,AAPL
2023-07-31,194.1164606567971,194.54220593555127,193.3243880114047,194.50259399414062,38824100,AAPL
2023-08-01,194.29467332466547,194.77980627337752,193.34418318178373,193.67091369628906,35175100,AAPL
2023-08-02,193.1065496196106,193.24516118654293,189.94818497968632,190.6709442138672,50389300,AAPL
2023-08-03,189.67097673188036,190.46303425792703,188.79969532419432,189.27493286132812,61235200,AAPL
2023-08-04,183.68094960257173,185.52251207833032,180.11663025996506,180.18594360351562,115799700,AAPL
2023-08-07,180.32454086912372,181.31462781819698,175.5919264611557,177.07705688476562,97576100,AAPL
2023-08-08,177.9087137403543,178.48296594319257,175.81962982094473,178.0176239013672,67823000,AAPL
2023-08-09,179.07702506576103,179.13642786663587,175.25528876502239,176.42359924316406,60378500,AAPL
2023-08-10,177.7007905335651,178.95820511217872,175.83943745613908,176.2057647705078,54686900,AAPL
2023-08-11,175.7993186650753,177.08815781935616,175.03591791571532,176.26527404785156,51988100,AAPL
2023-08-14,176.44373225185288,178.14898275911253,175.78938877461678,177.92095947265625,43675600,AAPL
2023-08-15,177.345951758237,177.94079715459065,175.53164379989184,175.92820739746094,43622600,AAPL
2023-08-16,175.6109659821439,177.00886254797146,174.98636392154233,175.05577087402344,46964900,AAPL
2023-08-17,175.6208528452633,175.98767489704687,171.99223724872292,172.50778198242188,66062900,AAPL
2023-08-18,170.82237017622754,173.59836059602029,170.48528962334868,172.99359130859375,61114200,AAPL
2023-08-21,173.56859991663836,174.61950689363672,172.25000423465377,174.3319854736328,46311900,AAPL
2023-08-22,175.541512243613,176.15619021692956,174.73846130997606,175.71005249023438,42084200,AAPL
2023-08-23,176.9890180826326,179.99303161559698,176.80064510070915,179.56671142578125,52722800,AAPL
2023-08-24,179.1205572949361,179.54687744583052,174.50051821034532,174.8673553466797,54945800,AAPL
2023-08-25,175.8587845923081,177.6135940867137,174.3121656551708,177.07823181152344,51449600,AAPL
2023-08-28,178.54553539179292,179.04124736642365,177.018749166219,178.64468383789062,43820700,AAPL
2023-08-29,178.1588778766287,183.31427930675537,177.9605961154563,182.5409698486328,53003900,AAPL
2023-08-30,183.35395983897268,186.23900735465395,183.1556780614674,186.04071044921875,60813900,AAPL
2023-08-31,186.22907807070516,187.49809956371718,185.8721648302999,186.25881958007812,60794500,AAPL
2023-09-01,187.86493132785435,188.2912363685708,186.66530168187228,187.83518981933594,45732600,AAPL
2023-09-05,186.66531506939765,188.35073289401015,186.00106278496517,188.07313537597656,45280000,AAPL
2023-09-06,186.78424633825477,187.23039917082616,179.91368635412528,181.34133911132812,81755800,AAPL
2023-09-07,173.6776376395152,176.68166607969957,172.0517029915355,176.0372314453125,112488800,AAPL
2023-09-08,176.82045661878996,178.6942471635063,176.265246533602,176.6519012451172,65551300,AAPL
2023-09-11,178.52571023294755,178.75373349578624,175.8191120741523,177.82179260253906,58953100,AAPL
2023-09-12,177.95070042200115,178.58521118121962,173.32075212571604,174.78805541992188,90370200,AAPL
2023-09-13,174.99623588192003,175.77946927367296,172.48793449989455,172.71597290039062,84267900,AAPL
2023-09-14,172.507750907179,174.5897470555056,172.09135470309917,174.2328338623047,60895800,AAPL
2023-09-15,174.96648860625493,174.9863213204115,172.329312484714,173.50909423828125,109205100,AAPL
2023-09-18,174.96648328990372,177.8416216381054,174.65914430549358,176.44371032714844,67257600,AAPL
2023-09-19,175.99759154247158,178.08949677364237,175.61093679016653,177.5343017578125,51826900,AAPL
2023-09-20,177.72265814247962,178.1588871164402,173.89576095445636,173.98500061035156,58436200,AAPL
2023-09-21,173.0530629204369,174.78805492740332,172.3689779372214,172.43836975097656,63047900,AAPL
2023-09-22,173.17201907467273,175.56135441857745,172.55734106823024,173.29098510742188,56725400,AAPL
2023-09-25,172.70604916227998,175.4522977411563,172.65647493916612,174.56993103027344,46172700,AAPL
2023-09-26,173.32074847329434,173.69747930093746,170.1878450472042,170.4852752685547,64588900,AAPL
2023-09-27,171.1395892983555,171.55598552227247,167.60021383109716,168.96836853027344,66921800,AAPL
2023-09-28,167.8877524521619,170.55468568556878,166.18250180019757,169.22618103027344,56294400,AAPL
2023-09-29,170.54475018871184,171.58574835004075,168.87915010499984,169.74169921875,51814200,AAPL
2023-10-02,169.75161672914737,172.8052044328195,169.46409530048962,172.25991821289062,52164500,AAPL
2023-10-03,170.78269477378157,172.14095595651972,169.3550569046923,170.92149353027344,49594600,AAPL
2023-10-04,169.62271803074952,172.71597100628938,169.50375199905025,172.17068481445312,53020300,AAPL
2023-10-05,172.29955283135268,173.9453201351637,171.19907169783187,173.4099578857422,48527900,AAPL
2023-10-06,172.30947784007347,176.46354642551725,171.69478473153458,175.96783447265625,57224100,AAPL
2023-10-09,175.29365932051672,177.51445432768062,174.2923266162491,177.45497131347656,42390800,AAPL
2023-10-10,176.5726011495921,178.17870301308767,176.4238784890915,176.860107421875,43698000,AAPL
2023-10-11,176.6717266565692,178.30758508223448,176.07688142463152,178.2580108642578,47551100,AAPL
2023-10-12,178.52570660256114,180.7762279340573,177.50452608120557,179.16021728515625,56743100,AAPL
2023-10-13,179.8641290223829,180.3697497847248,176.61225971587282,177.31617736816406,51427100,AAPL
2023-10-16,175.23416492964753,177.54418430814493,174.99621776035116,177.18727111816406,52517000,AAPL
2023-10-17,175.135025356181,176.88984988971393,173.30090022346374,175.6307373046875,57549400,AAPL
2023-10-18,174.07422069011992,176.05706860986896,173.60825021874456,174.3319854736328,54764400,AAPL
2023-10-19,174.53025852712355,176.31482459139443,173.68755728005698,173.9552459716797,59302900,AAPL
2023-10-20,173.80653768363138,173.91559492791032,171.15943743932888,171.3973846435547,64189300,AAPL
2023-10-23,169.4442697526279,172.51767489960218,168.4726633962427,171.51634216308594,55980100,AAPL
2023-10-24,171.56592094062157,172.18059896074934,169.97963653831403,171.95257568359375,43816600,AAPL
2023-10-25,170.40598478423718,171.57585799951772,169.18652220879926,169.63267517089844,57157000,AAPL
2023-10-26,168.90887572221487,169.91022348807488,164.24918667380368,165.45872497558594,70625300,AAPL
2023-10-27,165.47859589177074,167.5110182699133,165.39928015046561,166.77735900878906,58499100,AAPL
2023-10-30,167.57047708446643,169.70203248533966,167.42175441803172,168.82957458496094,51131000,AAPL
2023-10-31,167.89766069037708,169.43435579022267,166.4600837859852,169.30548095703125,44846000,AAPL
2023-11-01,169.5334969755198,172.73579212701503,168.66103905073186,172.47802734375,56934900,AAPL
2023-11-02,174.0147276321476,176.25534020612366,173.95524461845602,176.04714965820312,77334800,AAPL
2023-11-03,172.74573503559924,175.3036109461129,171.86336822029236,175.1350555419922,79763700,AAPL
2023-11-06,174.86738260141615,177.89121391765332,174.6988423245846,177.69293212890625,63841300,AAPL
2023-11-07,177.64335292992328,180.87540499500966,177.43516235233906,180.26072692871094,70530000,AAPL
2023-11-08,180.78617090399572,181.87672821790486,180.03267898856913,181.321533203125,49340300,AAPL
2023-11-09,181.39094357988108,182.54098393459674,180.2507968912838,180.8456573486328,53763500,AAPL
2023-11-10,182.63254933718324,185.21365353801235,182.1957456895483,185.0448760986328,66133400,AAPL
2023-11-13,184.46911666550656,184.67758150620577,182.87082057942214,183.45652770996094,43627500,AAPL
2023-11-14,186.33543591459554,186.74245888927783,184.94561983989882,186.07733154296875,60108400,AAPL
2023-11-15,186.48434792046902,188.12234646111898,186.41484954526325,186.64317321777344,53790500,AAPL
2023-11-16,188.1918746986356,189.57176909575145,187.2785495679511,188.3308563232422,54412900,AAPL
2023-11-17,188.86690055056806,188.99596031021713,187.19912126214516,188.31097412109375,50922700,AAPL
2023-11-20,188.50951003765908,190.51482899547432,188.49958819031184,190.05816650390625,46505100,AAPL
2023-11-21,190.01848054916417,190.12768147094766,188.36062302598555,189.2540740966797,38134500,AAPL
2023-11-22,190.09790401781393,191.52742272571234,189.44269847594794,189.91920471191406,39617700,AAPL
2023-11-24,189.48237920572873,189.51215989530726,187.8741613770549,188.58892822265625,24048300,AAPL
2023-11-27,188.53929229982836,189.28383984926063,187.52670339120002,188.4102325439453,40552600,AAPL
2023-11-28,188.4003202806091,189.690872461515,188.02307798905798,189.01580810546875,38415400,AAPL
2023-11-29,189.5121772909601,190.69352857887446,187.5962153955331,187.99330139160156,43014200,AAPL
2023-11-30,188.4598756228668,188.93639696992793,186.82187704243873,188.56907653808594,48794400,AAPL
2023-12-01,188.94632812953898,190.16738195236098,187.85431892352926,189.84971618652344,45679300,AAPL
2023-12-04,188.59886103241988,188.66835941071503,186.08725507958516,188.0528564453125,43389500,AAPL
2023-12-05,188.82719982806023,192.9867262414063,188.79740398889692,192.01385498046875,66628400,AAPL
2023-12-06,193.03636454966008,193.3441084564195,190.71337975554792,190.92185974121094,41089700,AAPL
2023-12-07,192.22234982318224,193.58238532404093,192.18263213313443,192.85769653320312,47477700,AAPL
2023-12-08,192.7881840281593,194.56517940505597,192.26203828251843,194.28721618652344,53377300,AAPL
2023-12-11,191.70613626728084,192.0833786038581,190.02841974664355,191.77561950683594,60943700,AAPL
2023-12-12,191.67632450221151,193.30440121762786,190.32621099568146,193.2944793701172,52696900,AAPL
2023-12-13,193.67171305530522,196.56056130389416,193.43346752411227,196.52085876464844,70404200,AAPL
2023-12-14,196.58042720970235,198.16878635020208,194.73394853732478,196.66976928710938,66831600,AAPL
